Citation_Text,Sentiment,Source
"2 Basic Approaches 2.1 Cross-Lingual Approach Our cross-lingual approach   is based on  , who used a modified Levenshtein string edit-distance algorithm to match Arabic script person names against their corresponding English versions.",0,original
Estimation of the parameters has been described elsewhere  .,0,original
"1 Introduction Empty categories   are used in the annotation of the PENN treebank   in order to represent syntactic phenomena like constituent movement  , discontinuous constituents, and missing elements  .",0,original
"Examples of formalisms using this approach include the work of Magerman  , Charniak  , Collins  , and Goodman  .",0,original
The learning algorithm for level-0 dependency is similar to the guided learning algorithm for labelling as described in  .,0,original
"The trends are the same as in  : Adding NANC data improves parsing performance on BROWN development considerably, improving the f-score from 83.9% to 86.4%.",0,original
"To improve raw output from decoding, Portage relies on a rescoring strategy: given a list of n-best translations from the decoder, the system reorders this list, this time using a more elaborate loglinear model, incorporating more feature functions, in addition to those of the decoding model: these typically include IBM-1 and IBM-2 model probabilities   and an IBM-1-based feature function designed to detect whether any word in one language appears to have been left without satisfactory translation in the other language; all of these feature functions can be used in both language directions, i.e. source-to-target and target-to-source.",0,original
"For non-local features, we adapt cube pruning from forest rescoring  , since the situation here is analogous to machine translation decoding with integrated language models: we can view the scores of unit nonlocal features as the language model cost, computed on-the-fly when combining sub-constituents.",0,original
"From the extracted n-grams, those with a flequc'ncy of 3 or more were kept  ).",0,original
These instances can be retagged with their countability by using the proposed method and some kind of bootstrapping  .,0,original
"Appendix B gives a sketch of one such approach, which is based on results from Collins, Schapire, and Singer  .",0,original
"Following the evaluation methodology of Wong and Mooney  , we performed 4 runs of the standard 10-fold cross validation and report the averaged performance in this section using the standard automatic evaluation metric BLEU   and NIST  2.",0,original
Our approach is closely related to previous CoTraining methods  .,0,original
"2 Related Work Starting with the IBM models  , researchers have developed various statistical word alignment systems based on different models, such as hidden Markov models    , log-linear models  , and similarity-based heuristic methods  .",0,original
"Therefore, including a model based on surface forms, as suggested  , is also necessary.",0,original
"We adopted IOB   labeling  , where the rst word of an entity of class C is labeled B-C, the words in the entity are labeled I-C, and other words are labeled O.",0,original
"Alignment, whether for training a translation model using EM or for nding the Viterbi alignment of test data, is O   , while translation   is O  using a bigram language model, and O  with trigrams.",0,original
"We have already shown in Section 3 how to solve  ; here we avoid   by maximizing conditional likelihood, marginalizing out the hidden variable, denotedz: max vector summationdisplay x,y p log summationdisplay z pvector    This sort of conditional training with hidden variables was carried out by Koo and Collins  , for example, in reranking; it is related to the information bottleneck method   and contrastive estimation  .",0,original
oward a Task-based Gold Standard for Evaluation of NP Chunks and Technical Terms Nina Wacholder Rutgers University nina@scils.rutgers.edu Peng Song Rutgers University psong@paul.rutgers.edu Abstract We propose a gold standard for evaluating two types of information extraction output -noun phrase   chunks   and technical terms  ,0,original
"Therefore, the base forms have been introduced manually and the POS tags have been provided partly manually and partly automatically using a statistical maximum-entropy based POS tagger similar to the one described in  .",0,original
Optimal algorithms exist for minimising the size of rules in a Synchronous Context-Free Grammar    .,0,original
"This gives the translation model more information about the structure of the source language, and further constrains the reorderings to match not just a possible bracketing as in Wu  , but the specific bracketing of the parse tree provided.",0,original
Amount of works have been done on sentimental classification in different levels  .,0,original
It is easy to see that the main difference between the PA algorithms and the Perceptron algorithm     as well as the MIRA algorithm   is in line 9.,0,original
"Typical approaches to conversion of constituent structures into dependencies are based on handconstructed head percolation rules, an idea that has its roots in lexicalized constituent parsing  .",0,original
"We have   Hypernym Patterns based on patterns proposed by   and  ,   Sibling Patterns which are basically conjunctions, and   Part-of Patterns based on patterns proposed by   and  .",0,original
"For example, researchers   have identified semantic correlation between words and views: positive words tend to appear more frequently in positive movie and product reviews and newswire article sentences that have a positive semantic orientation and vice versa for negative reviews or sentences with a negative semantic orientation.",0,original
Performance of Alternative Models 157 5 Related Work Previous parsing models   maximize the joint probability P  of a sentence S and its parse tree T. We maximize the conditional probability P .,0,original
a list of pilot terms ranked from the most representative of the corpus to the least thanks to the Loglikelihood coefficient introduced by  .,0,original
"2.2 Automatic metrics Similarly to the Pyramid method, ROUGE   and Basic Elements   require multiple topics and model summaries to produce optimal results.",0,original
"In general, they can be divided into two major categories, namely lexicalized models   and un-lexicalized models  .",0,original
"Candidate term Segment result of GPWS for one sentence, in which term appears Table 2: Examples of candidates eliminated by GPWS 5 Relative frequency ratio against background corpus Relative frequency ratio   is a useful method to be used to discover characteristic linguistic phenomena of a corpus when compared with another  .",0,original
sing thesaurus categories directly as a coarse sense division may seem to be a viable alternative  ,0,original
"For many languages, large-scale syntactically annotated corpora have been built  ), and many parsing algorithms using CFGs have been proposed.",0,original
The use of such relations   for various purposes has received growing attention in recent research  .,0,original
"To prune away those pairs, we used the log-likelihood-ratio algorithm   to compute the degree of association between the verb and the noun in each pair.",0,original
"4.1.3 Alternative Paraphrasing Techniques To investigate the effect of paraphrase quality on automatic evaluation, we consider two alternative paraphrasing resources: Latent Semantic Analysis  , and Brown clustering  .",0,original
  and Smith and Smith   show how to employ the matrix-tree theorem,0,original
Statistical dependency parsers of English must therefore rely on dependency structures automatically converted from a constituent corpus such as the Penn Treebank  .,0,original
"For example, Smadja   suggests a basic characteristic of collocations and multiword units is recurrent, domain-dependent and cohesive lexical clusters.",0,original
"Distributional measures of distance, such as those proposed by Lin  , quantify how similar the two sets of contexts of a target word pair are.",0,original
"The relatedness between two word senses is computed using a measure of semantic relatedness defined in the WordNet::Similarity software package  , which is a suite of Perl modules implementing a number WordNet-based measures of semantic relatedness.",0,original
"The resulting corpus contains 385 documents of American English selected from the Penn Treebank  , annotated in the framework of Rhetorical Structure Theory.",0,original
uch an approach contrasts with the log-linear HMM/Model-4 combination proposed by Och and Ney  ,0,original
"Marcu and Echihabi   use a pattern-based approach in mining instances of RSRs such as Contrast and Elaboration from large, unannotated corpora.",0,original
As with other randomised models we construct queries with the appropriate sanity checks to lower the error rate efficiently  .,0,original
1999) O:98.1% C:98.2% 92.4% 93.1% Ramshaw and Marcus   IOB1:97.37% 91.80% 92.27% Argamon et al,0,original
ITGs translate into simple  -BRCGs in the following way; see Wu   for a definition of ITGs.,0,original
5.3 Evaluation Metric This paper focuses on the BLEU metric as presented in  .,0,original
"For instance, the frequency collected from the data can be used to bias initial transition and emission probabilities in an HMM model; the tagged words in IGT can be used to label the resulting clusters produced by the word clustering approach; the frequent and unambiguous words in the target lines can serve as prototype examples in the prototype-driven approach  .",0,original
"The POS disambiguation has usually been performed by statistical approaches mainly using hidden markov model   (Cutting et al. , 1992; Kupiec.",0,original
"SMT Team   also used minimum error training as in Och  , but used a large number of feature functions.",0,original
"The parser expresses distinctions that are especially important for a predicate-argument based deep syntactic representation, as far as they are expressed in the training data generated from the Penn Treebank  .",0,original
"For instance, Pang and Lee   train an independent subjectivity classifier to identify and remove objective sentences from a review prior to polarity classification.",0,original
The underlying translation model is Model 2 from  .,0,original
  described the use of a biased PageRank over the WordNet graph to compute word pair semantic relatedness using the divergence of the probability values over the graph created by each word.,0,original
"  argue that precise alignment can improve transliteration effectiveness, experimenting on English-Chinese data and comparing IBM models   with phonemebased alignments using direct probabilities.",0,original
"For each differently tokenized corpus, we computed word alignments by a HMM translation model   and by a word alignment refinement heuristic of grow-diagfinal  .",0,original
" ; later elaborations and refinements have been implemented in a number of systems, notably CHAT-80  , TEAM  , and CLE  .",0,original
"The association relationship between two words can be indicated by their mutual information, which can be further used to discover phrases \ .",0,original
The training of IBM model 4 was implemented by the GIZA++ package  .,0,original
"  used iterative scaling algorithms for CRF training, following earlier work on maximumentropy models for natural language  .",0,original
Numerous experiments have shown parallel bilingual corpora to provide a rich source of constraints for statistical analysis  .,0,original
"Based on annotation differences in the datasets   and a bug in their system  , their results are inconclusive.",0,original
"We can use a linear-time algorithm   to detect non-ITG movement in our high-confidence links, and remove the offending sentence pairs from our training corpus.",0,original
Machine Translation using Inversion Transduction Grammar The Inversion Transduction Grammar   of Wu   is a type of context-free grammar   for generating two languages synchronously,0,original
"Similarity measures can be based on any level of linguistic analysis: semantic similarity relies on context vectors , whilesyntacticsimilarityisbased on the alignment of parallel corpora  .",0,original
"On the other hand, models that deal with structures or phrases instead of single words have also been proposed: the syntax translation models are described in  , alignment templates are used in  , and the alignment template approach is re-framed into the so-called phrase based translation   in  .",0,original
"Among the applications of collocational analysis for lexical acquisition are: the derivation of syntactic disambiguation cues    , sense preference  , acquisition of selectional restrictions  , lexical preference in generation  , word clustering  , etc. In the majority of these papers, even though the   statistical processing reduces the number of accidental associations, very large corpora   are necessary to obtain reliable data on a """"large enough"""" number of words.",0,original
"Under a phrase based translation model  , this distinction is important and will be discussed in more detail.",0,original
"3.2 Probability structure of the original model We use p to denote the unlexicalized nonterminal corresponding to P, and similarly for li, ri and h. We now present the top-level generation probabilities, along with examples from 4The inclusion of the word feature in the BBN model was due to the work described in  , where word features helped reduce part of speech ambiguity for unknown words.",0,original
"At the same time, grammar theoreticians have proposed various generative synchronous grammar formalisms for MT, such as Synchronous Context Free Grammars     or Synchronous Tree Adjoining Grammars    .",0,original
"In this paper, we take the framework for acquiring multi-level syntactic translation rules of   from aligned tree-string pairs, and present two main extensions of their approach: first, instead of merely computing a single derivation that minimally explains a sentence pair, we construct a large number of derivations that include contextually richer rules, and account for multiple interpretations of unaligned words.",0,original
"Translation accuracy is measured in terms of the BLEU score  , which is computed here for translations generated by using the tuple n-gram model alone, in the case of Table 2, and by using the tuple n-gram model along with the additional four feature functions described in Section 3.2, in the case of Table 3.",0,original
aximum Entropy models implement the intuition that the best model is the one that is consistent with the set of constraints imposed by the evidence but otherwise is as uniform as possible  ,0,original
"During training, the baseline POS tagger stores special word-tag pairs into a tag dictionary  .",0,original
urney   used collocation with excellent or poor to obtain positive and negative clues for document classification,0,original
The other form of hybridization ??a statistical MT model that is based on a deeper analysis of the syntactic 33 structure of a sentence ??has also long been identified as a desirable objective in principle  ).,0,original
"Other commonly used measures include kappa   and relative utility  , both of which take into account the performance of a summarizer that randomly picks passages from the original document to produce an extract.",0,original
"Alternatively, one can train them with respect to the final translation quality measured by some error criterion  .",0,original
"Decoding with an SCFG   can be cast as a parsing problem  , in which case we need to binarize a synchronous rule with more than two nonterminals to achieve polynomial time algorithms  .",0,original
" ), while exploring word-to-expression   relations has connections to techniques that employ more of a global-view of corpus statistics  ).1 While most previousresearch exploits only one or the other type of relation, we propose a unified method that can exploit both types of semantic relation, while adapting a general purpose polarity lexicon into a domain specific one.",0,original
"Usually in 1 In our experiments, we set negative PMI values to 0, because Church and Hanks  , in their seminal paper on word association ratio, show that negative PMI values are not expected to be accurate unless co-occurrence counts are made from an extremely large corpus.",0,original
"Since the texts in the RST Treebank are taken from the syntactically annotated Penn Treebank  , it is natural to ask what the relation is between the discourse structures in the RST Treebank and the syntactic structures of the Penn Treebank.",0,original
Several techniques and results have been reported on learning subcategorization frames   from text corpora  .,0,original
"Using alignment for grammar and lexicon induction has been an active area of research, both in monolingual settings   and in machine translation     | interestingly, statistical MT techniques have been used to derive lexico-semantic mappings in the \reverse"""" direction of language understanding rather than generation  .",0,original
Collocations were extracted according to the method described in   by moving a window on texts.,0,original
4.2 Adaptation to Chinese  s algorithm   only resolves certain NLDs with known types of antecedents   at fstructures.,0,original
  have build a chunker by applying transformation-based learning to sections of the Penn Treebank.,0,original
"Recently, some work has been done on corpusbased paraphrase extraction  .",0,original
"In this work, we focus on learning bilingual word phrases by using Stochastic Inversion Transduction Grammars    .",0,original
"5 Related Work Although there have been many studies on collocation extraction and mining using only statistical approaches  , there has been much less work on collocation acquisition which takes into account the linguistic properties typically associated with collocations.",0,original
"In this paper, translation quality is evaluated according to   the BLEU metrics which calculates the geometric mean of ngram precision by the system output with respect to reference translations  , and   the METEOR metrics that calculates unigram overlaps between translations  .",0,original
arzilay and Lee   also used newspaper articles on the same event as comparable corpora to acquire paraphrases,0,original
"To this extent, we cast the supersense tagging problem as a sequence labeling task and train a discriminative Hidden Markov Model  , based on that of Collins  , on the manually annotated Semcor corpus  .",0,original
"The term global feature vector is used by Collins   to distinguish between feature count vectors for whole sequences and the local feature vectors in ME tagging models, which are Boolean valued vectors containing the indicator features for one element in the sequence.",0,original
We rescore the ASR N-best lists with the standard HMM   and IBM   MT models.,0,original
"Huang and Chiang   searches with the full model, but makes assumptions about the the amount of reordering the language model can trigger in order to limit exploration.",0,original
"We used MXPOST  , a maximum entropy based POS tagger.",0,original
"For example, many statistical part-of-speech   taggers have been developed and they use corpora as the training data to obtain statistical information or rules  .",0,original
"We report that our parsing framework achieved high accuracy   in dependency analysis of Japanese with a combination of an underspecified HPSG-based Japanese grammar, SLUNG   and the maximum entropy method  .",0,original
iezler and Maxwell   describe a method for learning a probabilistic model that maps LFG parse structures in German into LFG parse structures in English,0,original
albot and Brants   used a Bloomier filter to encode a LM,0,original
"All 8,907 articles were tagged by the Xerox Part-ofSpeech Tagger   4.",0,original
"1 Introduction A """"pain in the neck""""   for NLP in languages of the Indo-Aryan family   is the fact that most verbs   occur as complex predicates multi-word complexes which function as a single verbal unit in terms of argument and event structure  .",0,original
We obtained word alignments of training data by first running GIZA++   and then applying the refinement rule grow-diag-final-and  .,0,original
"5 Conclusions and Future Work The results of the evaluation are exlremely encouraging, especially considering that disambiguating word senses to the level of fine-grainedness found in WordNet is quite a bit more difficult than disambiguation to the level of homographs  .",0,original
"joint likelihood   productdisplay i p parenleftBig xi,yi | vector parenrightBig conditional likelihood   productdisplay i p parenleftBig yi | xi,vector parenrightBig classification accuracy   summationdisplay i  ) expected classification accuracy   summationdisplay i p parenleftBig yi | xi,vector parenrightBig negated boosting loss    summationdisplay i p parenleftBig yi | xi,vector parenrightBig1 margin    s.t. bardbl vectorbardbl  1;i,y negationslash= yi, vector     vectorf )   expected local accuracy   productdisplay i productdisplay j p parenleftBig lscriptj  = lscriptj  | xi,vector parenrightBig Table 1: Various supervised training criteria.",0,original
"Neural networks have been used in NLP in the past, e.g. for machine translation   and constituent parsing  .",0,original
e solve SAT analogies with a simplified version of the method of Turney  ,0,original
"The features we used are as follows:  Direct and inverse IBM model;  3, 4-gram target language model;  3, 4, 5-gram POS language model  ; 96  Sentence length posterior probability  ;  N-gram posterior probabilities within the NBest list  ;  Minimum Bayes Risk probability;  Length ratio between source and target sentence; The weights are optimized via MERT algorithm.",0,original
"Unfortunately, determining the optimal segmentation is challenging, typically requiring extensive experimentation  .",0,original
"Applications of word clustering include language modeling  , text classification  , thesaurus construction   and so on.",0,original
"4.2 Binarization Schemes Besides the baseline   and iterative cost reduction binarization methods, we also perform right-heavy and random synchronous binarizations for comparison.",0,original
In this paper we use the phrase-based system of   as our underlying model.,0,original
Their experiments were performed using a decoder based on IBM Model 4 using the translation techniques developed at IBM  .,0,original
"3 Model As an extension to commonly used lexical word pair probabilities p  as introduced in  , we define our model to operate on word triplets.",0,original
"The final SMT system performance is evaluated on a uncased test set of 3071 sentences using the BLEU  , NIST   and METEOR   scores.",0,original
We concatenate the lists and we learn a new combination of weights that maximizes the Bleu score of the combined nbest list using the same development corpus we used for tuning the individual systems  .,0,original
"For instance, we may find metrics based on full constituent parsing  , and on dependency parsing  .",0,original
6.2 Experimental Settings We utilize a maximum entropy   model   to design the basic classifier for WSD and TC tasks.,0,original
The weights for the various components of the model   are set by minimum error rate training  .,0,original
"As shown by McDonald and Nivre  , the Single Malt parser tends to suffer from two problems: error propagation due to the deterministic parsing strategy, typicallyaffectinglongdependenciesmorethan short ones, and low precision on dependencies originating in the artificial root node due to fragmented parses.9 The question is which of these problems is alleviatedbythemultipleviewsgivenbythecomponent parsers in the Blended system.",0,original
"Note that this early discarding is related to ideas behind cube pruning  , which generates the top n most promising hypotheses, but in our method the decision not to generate hypotheses is guided by the quality of hypotheses on the result stack.",0,original
"The weights 1,,M are typically learned to directly minimize a standard evaluation criterion on development data  ) using numerical search  .",0,original
"Volume 17, Number 1 March 1991 References Lakoff, George and Johnson, Mark Metaphors We Live 8y University of Chicago Press 1980 MADCOW Committee   Multi-Site Data Collection for a Spoken Language Corpus in Proceedings Speech and Natural Language Workshop February 1992 Grice, H. P. Logic and Conversation in P. Cole and J. L. Morgan, Speech Acts, New York: Academic Press, 1975 Pustejovsky, James The Generative Lexicon Computational Linguistics Volume 17, Number 4 December 1991 Hobbs, Jerry R. and Stickel, Mark Interpretation as Abduction in Proceedings of the 26th ACL June 1988 Bobrow, R. , Ingria, R. and Stallard, D. The Mapping Unit Approach to Subcategorization in Proceedings Speech and Natural Language Workshop February 1991 Hobbs, Jerry R. , and Martin, Paul Local Pragmatics in Proceedings, 10th International Joint Conference on Artificial Intelligence  .",0,original
"So we will engineer more such features, especially with lexicalization and soft alignments  , and study the impact of alignment quality on parsing improvement.",0,original
"Other corpus-based methods determine associations between words  , which yields a basis for computing thesauri, or dictionaries of terminological expressions and multiword lexemes  .",0,original
"In this paper, we propose an alignment algorithm between English and Korean conceptual units   in English-Korean technical term pairs based on IBM Model  .",0,original
All evaluation is in terms of the BLEU score on our test set  .,0,original
  reports a success rate of 96% disambiguating twelve words with two clear sense distinctions each one.,0,original
"Generally, WSD methods use the context of a word for its sense disambiguation, and the context information can come from either annotated/unannotated text or other knowledge resources, such as WordNet  , SemCor  , Open Mind Word Expert  , eXtended WordNet  , Wikipedia  , parallel corpora  .",0,original
"The results have demonstrated the existence of priming effects in corpus data: they occur for specific syntactic constructions  , consistent with the experimental literature, but also generalize to syntactic rules across the board, which repeated more often than expected by chance  .",0,original
"3 A Categorization of Block Styles In  , multi-word cepts   are discussed and the authors state that when a target sequence is sufficiently different from a word by word translation, only then should the target sequence should be promoted to a cept.",0,original
Our first model   is based on disambiguating the MA output in the maximum entropy   framework  .,0,original
"We split the treebank into training  , development   and test   as in  .",0,original
"2.3 ITG Constraints The Inversion Transduction Grammar    , a derivative of the Syntax Directed Transduction Grammars  , constrains the possible permutations of the input string by defining rewrite rules that indicate permutations of the string.",0,original
"The statistical approach involves the following: alignment of bilingual texts at the sentence level nsing statistical techniques  , Gale and Church  , Chen  , and Kay and RSscheisen  ), statistical machine translation models (e.g. Brown, Cooke, Pietra, Pietra et al.",0,original
4.1 Corpora set-up The above kernels were experimented over two corpora: PropBank   along with Penn TreeBank5 2   and FrameNet.,0,original
"In addition, IC is stable even for relatively low frequency words, which can be contrasted with Fano's mutual information formula recently used by Church and Hanks   to compute word cooccurrence patterns in a 44 million word corpus of Associated Press news stories.",0,original
We measure translation performance by the BLEU   and METEOR   scores with multiple translation references.,0,original
"Dunning   has called attention to the log-likelihood ratio, G 2, as appropriate for the analysis of such contingency tables, especially when such contingency tables concern very low frequency words.",0,original
"Recently, methods for training binary classifiers to maximize the F 1 -score have been proposed for SVM   and LRM  .",0,original
"In fact, we still have a question as to whether SS-CRF-MER is really scalable in practical time for such a large amount of unlabeled data as used in our experiments, which is about 680 times larger than that of  .",0,original
"2 Data 2.1 The US Congressional Speech Corpus The text used in the experiments is from the United States Congressional Speech corpus  , which is an XML formatted version of the electronic United States Congressional Record from the Library of Congress1.",0,original
"  Here, the candidate generator gen  enumerates candidates of destination   strings, and the scorer P  denotes the conditional probability of the string t for the given s. The scorer was modeled by a noisy-channel model   and maximum entropy framework  .",0,original
Example of such algorithms are   and   that use syntactic features in the vector definition.,0,original
"The machine translation literature is littered with various attempts to learn a phrase-based string transducer directly from aligned sentence pairs, doing away with the separate word alignment step  .",0,original
"F-Struct Feats Grammar Rules {PRED=PRO,NUM=SG PER=3, GEN=FEM} PRP-nom   she {PRED=PRO,NUM=SG PER=3, GEN=FEM} PRP-acc   her Table 5: Lexical item rules with case markings 4 A History-Based Generation Model The automatic generation grammar transform presented in   provides a solution to coarse-grained and   inappropriate independence assumptions in the basic generation model.",0,original
"The segmentation is based on the guidelines, given in the Chinese national standard GB13715,   and the POS tagging specification was developed according to the Grammatical Knowledge-base of contemporary Chinese.",0,original
he typical problems like doctor-nurse   could be avoided by using such information,0,original
"This step can be seen as a multi-label, multi-class call classi cation problem for customer care applications  .",0,original
"Secondly, while all taggers use lexical information, and, indeed, it is well-known that lexical probabilities are much more revealing than tag sequence probabilities  , most taggers make quite limited use of lexical probabilities  .",0,original
We evaluated the translation quality using case-insensitive BLEU metric  .,0,original
"As in  , the parameter C8 D0 B4C4 CX B4D0D8 CX BND0DB CX B5CYC8BNC0BNDBBND8BNA1BNC4BVB5 is further smoothed as follows: C8 D0BD B4C4 CX CYC8BNC0BNDBBND8BNA1BNC4BVB5 A2 C8 D0BE B4D0D8 CX CYC8BNC0BNDBBND8BNA1BNC4BVBNC4 CX B5A2 C8 D0BF B4D0DB CX CYC8BNC0BNDBBND8BNA1BNC4BVBNC4 CX B4D0D8 CX B5B5 Note this smoothing is different from the syntactic counterpart.",0,original
Official DUC scoring utilizes the jackknife procedure and assesses significance using bootstrapping resampling  .,0,original
"Although some work has been done on syllabifying orthographic forms  , syllables are, technically speaking, phonological entities that can only be composed of strings of phonemes.",0,original
he idea of tracing polarity through adjective cooccurrence is adopted by Turney   for the binary   classification of text reviews,0,original
"This method is very similar to some ideas in domain adaptation  , but we argue that the underlying problems are quite different.",0,original
A number of systems for automatically learning semantic parsers have been proposed  .,0,original
8See formula in appendix B. We use   implementation with a minor alteration  see Beigman Klebanov  .,0,original
" ,  ,  ,  ,  ,  ), and to pick those ingredients which are known to be con~i)utationally 'tractable' in some sense.",0,original
"Table 1 shows the percentage of agreement in classifying words as compounds or non-compounds   for each language and the Kappa score   obtained from it, and the percentage of words for which also the decomposition provided was identical  .",0,original
"As a sanity check, we duplicated Pang et al.s   baseline in which all unigrams that appear four or more times in the training documents are used as features.",0,original
n particular we work with dependency paths that can reach beyond direct dependencies as opposed to Lin   but in the line of Pado and Lapata  ,0,original
"In the following experiments, we run two machine learning classifiers: Bayes Point Machines    , and the maximum entropy model    .",0,original
"1 Introduction Aligning parallel text, i.e. automatically setting the sentences or words in one text into correspondence with their equivalents in a translation, is a very useful preprocessing step for a range of applications, including but not limited to machine translation  , cross-language information retrieval  , dictionary creation   and induction of NLP-tools  .",0,original
"As a final note, following Collins  , we used the averaged parameters from the training algorithm in decoding test examples in our experiments.",0,original
"8Interestingly, in work on the automated classification of nouns,   also noted problems with """"empty"""" words that depend on their complements for meaning.",0,original
Dredze et al. yielded the second highest score1 in the domain adaptation track  .,0,original
"3.5 Maximum Entropy Model In order to build a unified probabilistic query alteration model, we used the maximum entropy approach of  , which Li et al.",0,original
The chunking classification was made by   based on the parsing information in the WSJ corpus.,0,original
"This is in contrast to purely statistical systems  , which are difficult to inspect and modify.",0,original
"Baseline Pharaoh with phrases extracted from IBM Model 4 training with maximum phrase length 7 and extraction method diag-growthfinal    Lex Phrase-decoder simulation: using only the initial lexical rules from the phrase table, all with LHS X, the Glue rule, and a binary reordering rule with its own reordering-feature  XCat All nonterminals merged into a single X nonterminal: simulation of the system Hiero  .",0,original
"Given a set of features and a training corpus, the ME estimation process produces a model in which every feature fi has a weight i. From  , we can compute the conditional probability as: p  = 1Z productdisplay i fi i   Z  =summationdisplay o productdisplay i fi i   The probability is given by multiplying the weights of active features   = 1).",0,original
"Finally, recent efforts have also looked at transfer learning mechanisms for sentiment analysis, e.g., see  .",0,original
"ROUGE  , a recall-oriented evaluation package for automatic summarization.",0,original
"Previous uses of this model include language modeling , machine translation , prepositional phrase attachment , and word morphology .",0,original
"Following  , the slot labels are drawn from a set of classes constructed by extending each label by three additional symbols, Beginning/Inside/Outside  .",0,original
"4.2 Smoothing: Gaussian Priors Since NLP maximum entropy models usually have lots of features and lots of sparseness  , smoothing is essential as a way to optimize the feature weights  .",0,original
"To make this paper comparable to  , we use English-French notation in this section.",0,original
"2.1 The Standard Machine Learning Approach We use maximum entropy   classification   in conjunction with the 33 features described in Ng   to acquire a model, PC, for determining the probability that two mentions, mi and mj, are coreferent.",0,original
"The features used in NLG2 are described in the next section, and the feature weights aj, obtained from the Improved Iterative Scaling algorithm  , are set to maximize the likelihood of the training data.",0,original
Discriminatively trained parsers that score entire trees for a given sentence have only recently been investigated  .,0,original
"For example, in machine translation, BLEU score   is developed to assess the quality of machine translated sentences.",0,original
"Table 2: Figures about clustering algorithms Algorithm # Sentences/# Clusters S-HAC 6,23 C-HAC 2,17 QT 2,32 EM 4,16 In fact, table 2 shows that most of the clusters have less than 6 sentences which leads to question the results presented by   who only keep the clusters that contain more than 10 sentences.",0,original
"2.2 Evaluation of Acquisition Algorithms Many methods for automatic acquisition of rules have been suggested in recent years, ranging from distributional similarity to finding shared contexts  .",0,original
"In fact, in   it was shown that this neural network can be viewed as a coarse approximation to the corresponding ISBN model.",0,original
"Most of the previous work on statistical machine translation, as exemplified in  , employs word-alignment algorithm  ) that provides local associations between source and target words.",0,original
"Using dictionaries as network of lexical items or senses has been quite popular for word sense disambiguation   before losing ground to statistical approaches, even though   tried a revival of such methods.",0,original
"605 ROUGE-S   Skip-bigram is any pair of words in their sentence order, allowing for arbitrary gaps.",0,original
"A la Ramshaw and Marcus  , they represent the words as a sequence of labeled words with IOB annotations, where the B marks a word at the beginning of a chunk, I marks a word inside a chunk, and O marks those words   that are outside chunks.",0,original
Our statistical tagging model is adjusted from standard bi-grams using the Viterbi-search   plus on-the-fly extra computing of lexical probabilities for unknown morphemes.,0,original
"There are many different similarity measures, which variously use taxonomic lexical hierarchies or lexical-semantic networks, large text corpora, word definitions in machine-readable dictionaries or other semantic formalisms, or a combination of these  .",0,original
"To evaluate the polarity and strength of opinions, most of the existing approaches rely either on training from human-annotated data  , or use linguistic resources   like WordNet, or rely on co-occurrence statistics   between words that are unambiguously positive   and unambiguously negative  .",0,original
"Consider the lexical model pw , defined following Koehn et al  , with a denoting the most frequent word alignment observed for the rule in the training set.",0,original
"In the recent years, there have been a number of papers considering this or similar problems:  ,  ,  ,  .",0,original
"Figures 1 and 2 present best results in the learning experiments for the complete set of patterns used in the collocation approach, over two of our evaluation corpora.11 Type Positions Tags/Words Features Accuracy Precision Recall GIS 1 W 1254 0.97 0.96 0.98 IIS 1 T 136 0.95 0.96 0.94 NB 1 T 136 0.88 0.97 0.84 9 see Rish, 2001, Ratnaparkhi, 1997 and Berger et al, 1996 for a formal description of these algorithms.",0,original
greement among annotators was measured using the K statistic  ,0,original
The model scaling factors are optimized using minimum error rate training  .,0,original
This algorithm adjusts the log-linear weights so that BLEU   is maximized over a given development set.,0,original
imum error rate training     to maximize BLEU score  .,0,original
"Dialogs Speakers Turns Words Fragments Distinct Words Distinct Words/POS Singleton Words Singleton Words/POS Intonational Phrases Speech Repairs 98 34 6163 58298 756 859 1101 252 350 10947 2396 Table 1: Size of the Trains Corpus 2.1 POS Annotations Our POS tagset is based on the Penn Treebank tagset  , but modified to include tags for discourse markers and end-of-turns, and to provide richer syntactic information  .",0,original
"In the multilingual parsing track, participants train dependency parsers using treebanks provided for ten languages: Arabic  , Basque  , Catalan  , Chinese  , Czech  , English  , Greek  , Hungarian  , Italian  , and Turkish  .",0,original
"Instead of directly minimizing error as in earlier work  , we decompose the decoding process into a sequence of local decision steps based on Eq.",0,original
" ) or Wikipedia  , and the contextual role played by an NP  ).",0,original
"To address this issue, many syntax-based approaches   tend to integrate more syntactic information to enhance the non-contiguous phrase modeling.",0,original
"Other factors that distinguish us from previous work are the use of all phrases proposed by a phrase-based system, and the use of a dependency language model that also incorporates constituent information   for related approaches).",0,original
"2.1 Conditional Maximum Entropy Model The goal of CME is to find the most uniform conditional distribution of y given observation x,  xyp, subject to constraints specified by a set of features  yxf i,, where features typically take the value of either 0 or 1  .",0,original
"4.2 Cast3LB Function Tagging For the task of Cast3LB function tag assignment we experimented with three generic machine learning algorithms: a memory-based learner  , a maximum entropy classifier   and a Support Vector Machine classifier  .",0,original
"while most current stochastic parsing models use a """"markov grammar""""  .",0,original
The experimental results in   show a negative impact on the parsing accuracy from too long dependency relation.,0,original
