ID,Source,Source_Paper_ID,Context
602,Pubmed_annotated_by_translators,10.3892/mmr.2017.7264,"According to previous studies, 5-AZA causes poor viability, increased apoptosis and cell cycle arrest in various colorectal cancer cell lines ( |b9-mmr-16-04-5347| _ |b14-mmr-16-04-5347| ), which is in contrast to the results of the current study."
604,Pubmed_annotated_by_translators,10.1371/journal.pone.0201274,"After publication of this article [ |pone.0201274.ref001| ], concerns were raised about the scientific validity of the meta-analysis and whether it provided a rigorous and accurate assessment of published clinical studies on the efficacy of acupuncture or drug-based interventions for improving chronic constipation."
606,Pubmed_annotated_by_translators,10.1093/brain/aww081,"Although bezafibrate was reported to increase COX activity and ameliorate the disease phenotype in a muscle-specific Cox10 knockout mouse ( |aww081-B108| ), this observation has been retracted."
607,Pubmed_annotated_by_translators,10.1155/2011/402508,"Although initial reports suggested an association between the EWS/FLI-1 type 1 translocation and response in Ewing's sarcoma [|B73|], the purported predictive value of translocation type has not been observed consistently [|B72|, |B75|, |B78|]."
608,Pubmed_annotated_by_translators,10.1371/journal.pone.0004700,"Although it is well known that in vitro demonstrations of allelopathic activity of a chemical can rarely be applied to field situation, the most recent studies published in high profile journals |pone.0004700-Bais1|, |pone.0004700-Vivanco1|, |pone.0004700-Tharayil1|, |pone.0004700-Bertin1|, |pone.0004700-Bais2| still based their conclusions on in vitro experiments."
609,Pubmed_annotated_by_translators,10.1155/2015/312052,"Although one study [ |B27| ] showed improvement, it was only with combined supplementation of omega-3 FA, vitamin C, and Zn; there was no significant improvement on mono supplementation with either of them."
611,Pubmed_annotated_by_translators,10.1186/1471-2377-11-123,"Although some epidemiological studies related MS incidence to birth order and asthma [|B18|,|B19|], other studies found birth order to have no effect on MS risk in most families and having older siblings as not protective against MS [|B20|]."
613,Pubmed_annotated_by_translators,10.1042/BJ20091630,"Although Thr435 had been identified as a putative phosphorylation site in the TAD of RelA, subject to dephosphorylation by PP4, this had relied on in vitro phosphorylation assays, and no analysis of modification in cells was performed [|B27|]."
616,Pubmed_annotated_by_translators,10.1186/1745-6215-15-104,"Based on this point, the study could reduce other bias compared to previous studies [ |B20| - |B25| ]."
618,Pubmed_annotated_by_translators,PMC4200578,"Careful monitoring of tissue high-energy phosphate and glycogen levels, as well as lactate accumulation suggested that prior preconditioning reduced energy utilisation during sustained ischaemia in preconditioned hearts.|R07| Similar energy-sparing effects were reported by others.|R35|,|R36| Whether these changes were sufficient to account for the improvement in recovery or whether they are merely the consequence of protection elicited by preconditioning, needs to be further investigated."
621,Pubmed_annotated_by_translators,10.1038/s41388-018-0452-4,"Even though CXCR4 nuclear localization has been described in RCC [ |CR16| ], breast cancer [ |CR10| ], prostate cancer [ |CR15| ], and colon cancer [ |CR29| ], there are debates as to whether this localization is associated with poor prognosis [ |CR12|, |CR29| _ |CR31| ], and the biological function of the subcellular localization of CXCR4 is unclear."
622,Pubmed_annotated_by_translators,10.4103/0970-0218.143017,Five large intervention studies were also published by him within 18 months.(|ref10|) The editor of the BMJ was cautioned about the work by several researchers.
623,Pubmed_annotated_by_translators,10.1093/eurheartj/ehs075,"Furthermore, most (antihypertensive) trials in which the clinical effects of RAAS inhibitors were evaluated were underpowered for this endpoint |EHS075C9| _ |EHS075C11|."
625,Pubmed_annotated_by_translators,10.1371/journal.ppat.1004082,"However, one previous publication presented data suggesting that hepatocyte infection results in inflammasome activation, which our data do not support |ppat.1004082-Burdette1|."
627,Pubmed_annotated_by_translators,10.1097/MD.0000000000002242,"Another study did not identify opiates consumption as a predictive factor (23) However, the impact of opiates on the gastrointestinal function has been well elucidated (1,32,35) probably making that study underpowered."
629,Pubmed_annotated_by_translators,10.1007/s00223-015-9968-6,"However, these trials were limited either in size ( n = 47) [ |CR12| ] or in generalizability (hemiplegic post-stroke patients) [ |CR6| ] and both used fairly high doses of B-vitamins."
631,Pubmed_annotated_by_translators,10.1371/journal.pone.0132665,"In conflict with previous reports [|pone.0132665.ref018|,|pone.0132665.ref021|], the S ma3 mutant was as infectious as the wt Cabb-S virus on turnip plants (Fig 6B)."
633,Pubmed_annotated_by_translators,10.1186/2050-7283-1-20,"In the biofeedback study (Schoenberget al |CR52|), half the patients (17 participants) were on various medications which may have affected autonomic response;"
634,Pubmed_annotated_by_translators,10.1136/bmjopen-2015-008993,"In this case, vaccination rates for the MMR immunisation plummeted when a study published by a high profile research group in a prestigious journal claimed a tenuous (and later discredited) connection between the immunisation and rates of autism |R29|."
635,Pubmed_annotated_by_translators,10.1371/journal.pone.0057544,"It has also been linked with various psychosocial risk factors |pone.0057544-WalkerBone1|, but most studies to date have been cross-sectional, making it difficult to exclude reverse causation (eg that the occurrence of pain leads to lower mood and perceived dissatisfaction with work)."
637,Pubmed_annotated_by_translators,10.1371/journal.pone.0178713,"It should be noted that the prior meta-analysis included two trials which have been subsequently retracted [ |pone.0178713.ref045|, |pone.0178713.ref046| ] and positive data from these studies may have contributed to this difference in findings."
639,Pubmed_annotated_by_translators,10.3390/nu5093399,"Moreover, the authors in this study could not adjust for total energy intake and body mass index because it was based on the ISAAC questionnaire [|B35-nutrients-05-03399|]."
640,Pubmed_annotated_by_translators,10.1186/s12905-016-0361-z,"Moreover, these studies were carried out on a small sample size (366_390 cases) and they showed very discrepant results [ |CR18|, |CR19| ]."
642,Pubmed_annotated_by_translators,10.1371/journal.pone.0036072,"Nevertheless, some of the positive findings involving non-PCR based methods, such as serology, immunohistochemistry and fluorescence in situ hybridization (FISH), that have seemingly detected XMRV or similar viruses in human samples have yet to be fully explained. |pone.0036072-Urisman1|, |pone.0036072-Arnold1|, |pone.0036072-Lombardi1|."
643,Pubmed_annotated_by_translators,10.1371/journal.pone.0060778,"Of the six selected studies, we excluded the Dukes 50-gene predictor because the original paper was retracted |pone.0060778-Garman1|, |pone.0060778-Garman2|."
646,Pubmed_annotated_by_translators,10.1186/s40644-014-0035-8,"Previous studies that analyzed differences between tumor grades were limited to gliomas [ |CR3|, |CR4|, |CR8|, |CR31| _ |CR33| ]."
647,Pubmed_annotated_by_translators,10.4161/21645698.2014.964120,Safe Food Foundation partnered with the United Kingdom's Sustainable Food Trust to actively publicize Gilles-Eric Seralini and colleagues subsequently retracted September 2012 rodent feeding trial report on herbicide tolerant maize NK603 |cit0010|.
648,Pubmed_annotated_by_translators,10.1186/s12889-015-1798-y,"Several reviews have been conducted, but these are focused solely on one type of peer support, such as that from a community health worker [ |CR19| ], volunteer-based peer support [ |CR20| ] or telephone peer support intervention [ |CR21| ], neither of which included randomized controlled trials (RCTs) [ |CR19| - |CR22| ] or quantitative analysis [ |CR23|, |CR24| ]."
649,Pubmed_annotated_by_translators,10.1016/S1569-9056(10)60241-2,"Some of these trials did not meet the quality measures expected from proof-of-principal studies and were retracted [ |B24-jcm-03-00197|, |B27-jcm-03-00197| ]."
655,Pubmed_annotated_by_translators,10.3389/fimmu.2016.00326,"The large majority of publications describe long-term escape variants of tumor cells ( |B6|, |B7| ), mouse models ( |B4|, |B8| ), and data from human bulk tumors ( |B9|, |B10| ), which are suboptimal for individualized and broad characterization of the immediate interplay between specific cell types of the tumor microenvironment."
656,Pubmed_annotated_by_translators,10.1186/1471-2180-11-2,The most recent example is xenotropic murine leukemia virus-related virus (XMRV) which was claimed to be present in 67% of cases with CFS and 3.7% of controls [ |B8| ] but did not replicate in multiple independent samples [ |B9| ].
657,Pubmed_annotated_by_translators,10.1371/journal.pone.0067149,"The Ohio State University Office of Research Compliance notified PLOS ONE that the institution investigated the work reported in this article [ |pone.0202299.ref001| ] and found evidence of data falsification in Figures 1B, 3A, and 3B."
658,Pubmed_annotated_by_translators,10.3389/fpubh.2015.00193,"The Opinion article by Dr Goodson ( |B1| ) [as well as earlier published or publicly expressed opinions of P Duesberg, K Mullis, and other denialists, none of whom has ever worked with HIV/AIDS ( |B2| _ |B5|, |B7| _ |B12| )] is similarly harmful for public health, as it disseminates dangerous misinformation about HIV/AIDS that can affect prevention decisions made by uninfected people and treatment decisions made by HIV-infected people."
659,Pubmed_annotated_by_translators,10.1155/2017/8192383,"The remaining three studies [ |B26|, |B30|, |B31| ] failed to pool the analysis because of the absence of primary data, but all of them reported the significant effects of salvianolic acid for decreasing myocardial infarct size compared with the control group ( P < 0.05 or P < 0.01)."
660,Pubmed_annotated_by_translators,10.2174/1874091X00701010012,"The results of Liu et al [ |R113| _ |R115| ] suggest that PDGF signalling occurs in caveolae; however, the more recent study by Matveev and Smart [ |R96| ] suggests that the PDGFR is normally located in lipid rafts, and re-localises to caveolae after prolonged exposure to ligand."
661,Pubmed_annotated_by_translators,10.1136/bmj.c1018,"The results of the present study are in contrast with the findings of Lombardi et al, who detected XMRV in 67% of the patients with chronic fatigue syndrome analysed |ref7|."
662,Pubmed_annotated_by_translators,10.4103/2228-7477.253755,"The review article entitled ""A Review of Coronary Vessel Segmentation Algorithms"" published in Journal of Medical Signals and Sensors, on pages 49-54, Issue 1, Volume 1, 2011[ |ref1| ], has number of unattributed sections of content with high rate of similarity."
663,Pubmed_annotated_by_translators,10.1371/journal.pbio.2004750,"The work of Gallegos-Ayala and colleagues [ |pbio.2004750.ref004| ] is the precursor study to the work by Chaudhary and colleagues [ |pbio.2004750.ref005| ], uses the same approach and the same patient (patient F), and therefore can also be doubted."
665,Pubmed_annotated_by_translators,10.3389/fpls.2017.00346,"Therefore, S-acylation is a more representative term than palmitoylation (Jones et al, |B106| ; Sorek et al, |B201| ; Hurst and Hemsley, |B101| )."
666,Pubmed_annotated_by_translators,10.1155/2013/518909,"These data appear to be opposed to those showing that activation of mTOR signaling promotes anorexia [ |B190|, |B192| ]."
667,Pubmed_annotated_by_translators,10.1371/journal.pone.0154531,These genes of the five strain comparison overlap to some extent but not completely with those genes found by us for a two strain comparison [|pone.0154531.ref076|].
668,Pubmed_annotated_by_translators,10.1186/s13550-017-0297-9,"These results are surprising as they conflict with the mechanistic hypothesis and experimental evidence that mTOR inhibition decreases VEGF levels [ |CR30|, |CR33|, |CR34| ]."
669,Pubmed_annotated_by_translators,10.1007/s00125-015-3590-z,These results contrast with observations of a dramatic threefold increase in beta cell area over the same time period reported by Melton and colleagues [ |CR10| ].
670,Pubmed_annotated_by_translators,10.3390/ijms15011374,"This contrasts with conclusions associating leucine with neural mechanisms [ |b29-ijms-15-01374|, |b77-ijms-15-01374| ]."
671,Pubmed_annotated_by_translators,10.1186/cc5904,This contrasts with studies reported by Boldt and coworkers [ |B9| ] showing a continuous rise in urinary A1-MG levels after surgery up to 48 hours.
672,Pubmed_annotated_by_translators,10.1093/nar/gkr119,"This extends our finding that CaMV DNA accumulation is not dramatically affected in any of the four single dcl mutants ( |B14| ), and is in contrast to Moissiard and Voinnet ( |B16| ) who observed a strong increase in accumulation of CaMV 35S RNA and coat protein in dcl2/3/4 compared to wild-type plants."
673,Pubmed_annotated_by_translators,10.1371/journal.pone.0186658,This finding is in contrast to the majority of studies regarding the effect of miR-143 on proliferation [ |pone.0186658.ref015| _ |pone.0186658.ref019| ].
674,Pubmed_annotated_by_translators,10.2196/publichealth.9544,"This represents a period where fear of adverse reactions to the vaccine was high, and the public discourse was tainted by the work of Wakefield [ |ref5| ] and others on the link between autism, as well as other diseases, and the MMR vaccination."
675,Pubmed_annotated_by_translators,10.18632/aging.101537,"Thus, we believe that our work is fundamentally different from a direct gene therapy approach of Caccamo et al [ |r30| ] who have shown that increasing brain p62 expression might be a valid approach to restore neuronal function in proteinopathies."
676,Pubmed_annotated_by_translators,10.3389/fmicb.2014.00305,"Unfortunately, this study is currently called into question, and the merits of this particular method must be reevaluated ( |B14| )."
677,Pubmed_annotated_by_translators,10.1093/nar/gku1118,"Validation of biomacromolecular structures has become a very important topic, because some published structures have been found to contain serious errors ( |B1| _ |B4| )."
678,Pubmed_annotated_by_translators,10.1242/dmm.005561,"We chose caspase-3 staining as a more specific detector of apoptosis ( |b32-0040067| ; |b116-0040067| ; |b192-0040067| ) than classical methods such as TUNEL, which gives considerable levels of false positive signal ( |b161-0040067| )."
679,Pubmed_annotated_by_translators,10.3390/ijms17071021,"We have been made aware that the title paper [ |B1-ijms-17-01021| ] contains text taken verbatim from previously published articles by Shyi-Jou Chen et al [ |B2-ijms-17-01021| ] and Ghislain Opdenakker and Jo Van Damme [ |B3-ijms-17-01021| ]. MDPI is a member of the Committee on Publication Ethics and takes the responsibility to enforce strict ethical policies and standards very seriously. To ensure the addition of only high quality scientific works to the field of scholarly publication, paper [1] is retracted and shall be marked accordingly. We apologize to our readership that this went undetected until now."
680,Pubmed_annotated_by_translators,10.2196/10347,"We have yet to recover from the aftermath of a single publication by Wakefield et al [ |ref17| ] that linked autism with measles, mumps, and rubella (MMR) vaccine."
685,Pubmed_annotated_by_translators,10.3389/fnhum.2018.00495,"While some data gathered from rats and humans have suggested that the degree of ventricular dilatation may be associated with the degree of motor and cognitive deficits (Del Bigio et al, |B10| ; Olopade et al, |B24| ), this is not always the case (de Oliveira et al, |B8| )."
686,Pubmed_annotated_by_translators,10.1590/s1415-47572011005000060,"While some reports indicated no genotoxic effects (|b3-gmb-35-1-153|), others (|b20-gmb-35-1-153|) have assumed that metformin can produce oxidative stress due to DNA fragmentation."
689,Pubmed_annotated_by_translators,10.18632/oncotarget.16748,"Zhang et al recently found that STAT3 could bind promoter region of TXNDC17 and up-regulated its expression, mediating Taxol resistance via enhancing autophagy in human colorectal cancer cells [ |R28| ], which may be also involved in the mechanism of chemoresistance in BC patients, whereas Bui et al found that Notch4/STAT3 signaling induced the epithelial-mesenchymal transition in tamoxifen-resistant human breast cancer, increasing micrometastatic tumor burden [ |R29| ]."
692,Athar_2011,J93-2003,"By increasing the size of the basic unit of translation, phrase-based machine translation does away with many of the problems associated with the original word-based formulation of statistical machine translation (Brown et al., 1993)."
694,Athar_2011,J93-2003,"In terms of alignment, this word-number difference means that multiword connections must be considered, a task which is beyond the reach of methods proposed in recent alignment works based on Brown et al.'s (1993) Model 1 and 2."
695,DFKI,07-1032,"We chose not to use the corpus based on the Susanne corpus ( ) because the grs are less like the ccg dependencies; the corpus is not based on the Penn Treebank, making comparison more difficult because of tokenisation differences, for example; and the latest results for rasp are on DepBank"
696,Manually_collected_FB_PG,10.1097/MD.0000000000002242,One study included 3 variables in the scoring system but did not construct a ROC curve to show its the predictive power (22).
698,Athar_2011,C02-1007,"Several papers have looked at higher-order representations, but have not examined the equivalence of syn/para distributions when formalized as Markov chains (Schutze and Pedersen, 1993; Lund and Burgess, 1996; Edmonds, 1997; Rapp, 2002; Biemann et al., 2004; Lemaire and Denhi`ere, 2006)."
699,IMS,P04-1029,"The large and complex structure of TFS descriptions (Carpenter, 1992) leads to slow unification times, affecting the parsing times."
701,Athar_2011,A92-1018,"Brill's results demonstrate that this approach can outperform the Hidden Markov Model approaches that are frequently used for part-of-speech tagging (Jelinek, 1985; Church, 1988; DeRose, 1988; Cutting et al., 1992; Weischedel et al., 1993), as well as showing promise for other applications."
702,DFKI,08-1046,"For example, the adaptor grammars for syllable structure presented in sections 3.3 and 3.6 learn more information about syllable onsets and codas than the PCFGs presented in Goldwater and Johnson ( )."
703,CFC,9806019,"Note that this calls into question analyses of agreements based on a single coder's tagging effort, e.g. Walker 1996."
704,Manually_collected_FB_PG,P04-1041,"Research on adequate probability models for unification grammars is important. (Miyao et al., 2003) present a Penn-II treebank based HPSG with log-linear probability models. They achieve coverage of 50.2% on section
 23, as against 99% in our approach."
705,Athar_2011,D07-1083,"Surprisingly, although JESS-CM is a simpler version of the hybrid model in terms of model structure and parameter estimation procedure, JESS-CM provides F-scores of 94.45 and 88.03 for CoNLL00 and 03 data, respectively, which are 0.15 and 0.83 points higher than those reported in (Suzuki et al., 2007) for the same configurations."
706,Athar_2011,C04-1162,"This method was preferred against other related methods, like the one introduced in (Mihalcea et al., 2004), since it embeds all the available semantic information existing in WordNet, even edges that cross POS, thus offering a richer semantic representation."
707,Athar_2011,J93-2003,"Various papers use phrase-based translation systems (Och et al., 1999; Marcu and Wong, 2002; Yamada and Knight, 2002) that have shown to improve translation quality over single-word based translation systems introduced in (Brown et al., 1993)."
708,Athar_2011,J93-2003,"While in traditional word-based statistical models (Brown et al., 1993) the atomic unit that translation operates on is the word, phrase-based methods acknowledge the significant role played in language by multiword expressions, thus incorporating in a statistical framework the insight behind Example-Based Machine Translation (Somers, 1999)."
709,Manually_collected_FB_PG,ISSI2021 proceedings - Peter van den Besselaar and Charlie Mom,"Most of the hypotheses of Markowitz were supported, but some were not."
710,Manually_collected_FB_PG,ISSI2021 proceedings - Peter van den Besselaar and Charlie Mom,"Finally, confidence in the grant proposal expressed through certainty terms and causal language has a positive effect, but in contrast to earlier work (Markowitz 2019) we do not find any effect of tentative terms."
711,Ye_et_al_2020,10.1093/nutrit/nuv017,"Although there is a paucity of supporting evidence, a number of sources suggest that intake of long-chain n-3 PUFAs is beneficial in people with COPD.25,26 This is based largely on the data and recommendations of Matsuyama et al.,27 the only randomized controlled trial of n-3 PUFA supplementation in COPD, which has since been retracted because of falsified data.28"
712,Ye_et_al_2020,10.3390/publications3010017,"Only one randomised controlled trial was found, titled “Effects of Omega-3 Polyunsaturated Fatty Acids on Inflammatory Markers in COPD” by Matsuyama et al., published in the journal Chest in 2005 [6]. This study purported to supplement the diet of 64 COPD patients with an omega-3 PUFA or an omega-6 PUFA supplement for two years, and reported significant improvements in the omega-3 PUFA group in the 6 min walk test, perceived rate of exertion (Borg score) and arterial oxygen saturation (pulse oximetry (SpO2)). The study also reported a decrease in sputum cytokines (inflammatory regulators) in the group receiving omega-3 PUFA with no change in the omega-6 PUFA group. The study concluded that “nutritional support with an omega-3 PUFA-rich diet is a safe and practical method for treating COPD” [6]. This paper was retracted by the journal in 2008 [7], following an institutional investigation that found data had been falsified by the lead author."
713,Ye_et_al_2020,10.1002/14651858.CD003177.pub3,Another trial was retracted and so not included (Matsuyama 2005).
714,Manually_collected_FB_PG,10.1109/TCBB.2009.33,We would like to recall here that this was the (unaccomplished: see [7]) goal of the error metric defined in [16].
715,Manually_collected_FB_PG,10.1016/j.mbs.2007.11.003,"In this paper we show that, in fact, this tripartition metric does not satisfy the separation axiom of distances (zero distance means isomorphism, or, in a more relaxed version, zero distance means indistinguishability in some specific sense) in any of the subclasses of phylogenetic networks where it is claimed to do so."
716,Manually_collected_FB_PG,10.1016/j.mbs.2007.11.003,"The authors also claim [14, Thm. 3] that θ satisfies the separation property on the subclass of reduced reconstructible phylogenetic networks (that is, of reconstructible phylogenetic networks that remain untouched under the reduction procedure). This is also wrong."
717,Manually_collected_FB_PG,10.1371/journal.pcbi.1007137.s001,"Another reduction procedure on network topologies has been studied by Gambette and Huber [49], who prove that if two network topologies reduce to the same topology, then they must display the same tree topologies. Again, this is analogous to, but somehow weaker than our results, since it only provides a sufficient condition for networks to be indistinguishable (which in their context means to display the same tree topologies)"
718,Manually_collected_FB_PG,10.1007/s00453-012-9659-x,"Even though there has been a great deal of recent work on this problem (cf. [14, Chap. 11], [25, Sect. 2]), especially concerning the construction of networks from triplets (i.e. binary phylogenetic trees with three leaves) [10, 13, 15, 16, 18, 19, 32]), there is a fundamental obstacle to this approach: The trees displayed by a phylogenetic network do not necessarily determine or encode the network [10] (even on 3 species—see e.g. Fig. 1) and, in fact, we do not even know when a phylogenetic network is uniquely determined by all of the trees that it displays [34]."
719,Manually_collected_FB_PG,10.3389/fgene.2019.01261,"Cass is an efficient method to construct a phylogenetic network for any input trees, and is able to construct much simpler networks than other available methods (Van Iersel et al., 2010). But Cass usually constructs some different networks for the same dataset when it is input as different orders. The phylogenetic network constructed by Cass represents lots of redundant information except for the original information. Both factors considered it is obvious that Cass has poor practical application."
721,Manually_collected_FB_PG,10.3389/fgene.2019.01261,"Experiments show that Frin is less dependent on the input data order and runs faster than Cass. Moreover, Frin constructs a simpler network than other available methods."
722,Manually_collected_FB_PG,WP_Kahane_RISIS_2015,"Leydesdorff and Zhou (2007) use journals as the unit of analysis and extract articles from a set of core journals. Using “betweeness centrality” as an indicator for measuring the interdisciplinarity of scientific journals, they distinguish a set of three core nanotechnology journals and a group of 85 journals related to them from which they identify ten core journals on nanotechnology. One of the drawbacks of this approach is that it only covers a small share of the literature."
723,Manually_collected_FB_PG,10.1002/anie.201101351,"Because synthetic peptides were reported to be assembled on GO surfaces with certain affinity,3e,3f we initially prepared a noncovalent complex of GO–peptide by using a simple self-assembly procedure: incubation of peptides with GO to allow self-assembly of the peptides on GO surfaces. However, we found that such a GO–peptide composite showed substantially enhanced fluorescence upon incubation with cell growth medium (Figure S1 in the Supporting Information)."
724,Manually_collected_FB_PG,10.1016/j.nantod.2011.02.003,"Recently, it was claimed that a slow, but efficient endosomal release was obtained with QDs (8—10 nm) functionalized with an amphiphatic palmitoylated peptide [63]. Interestingly, the endocytosed peptide-QDs accumulated within endosomes that were labelled with transferrin, a characteristic marker of early endosomes and the recycling pathway. Thus, one might wonder whether these small peptide-QDs are sorted into the recycling pathway rather than following the degradative pathway to lysosomes, and if some of the particles in the image may be bound to the cell surface following slow recycling."
725,Manually_collected_FB_PG,10.1007/s11192-022-04540-1,"A recent interesting study published in Scientometrics has evaluated the changing dynamics of climate change-related research publications via a bibliometric analysis and further probed the relationship between climate change-related research output and carbon dioxide emissions (de Gouveia & Inglesi-Lotz, 2021). Although it is an impressive study, we believe there is room for improvement in the bibliometric analysis section of that research."
726,Manually_collected_FB_PG,10.1007/s11192-022-04540-1,"For example, it is not easy for us to replicate the bibliometric analysis in de Gouveia and Inglesi-Lotz’s study since the data source and search field used in their study have not been pointed out clearly."
727,Manually_collected_FB_PG,10.1007/s11192-022-04540-1,"However, for de Gouveia and Inglesi-Lotz (2021), this key point is confusing to readers."
728,Manually_collected_FB_PG,10.1007/s11192-022-04540-1,"Some climate change-related keywords were provided in the study by de Gouveia and Inglesi-Lotz (2021). However, it is not clear which field is used to retrieve related records in Web of Science Core Collection for de Gouveia and Inglesi-Lotz’s study."
729,Manually_collected_FB_PG,10.1007/s11192-022-04540-1,"Luckily, from the net increase rate perspective, the small increase (about 0.4%) of the number of new records may not influence the main conclusions in the econometric analysis section of de Gouveia and Inglesi-Lotz (2021). However, there is still room for improvement in the updated search query."
730,Manually_collected_FB_PG,10.1007/s11192-022-04540-1,"de Gouveia and Inglesi-Lotz (2021) observed a rapid increase of climate change-related records from both an absolute number and a relative share perspective. They also tried to give some possible explanations for the rise of research publications. However, more convincing reasons are needed to explain the abnormal growth of research publications for some specific years in various bibliometric analyses including the study conducted by de Gouveia and Inglesi-Lotz."
